PremiseID,HypothesisID,Premise,TranslationToCZ,BinaryLabel,Hypothesis,MachineTranslationToENfromCZ,Grade,Partition
premID108,hypoID429,The boss will eat me alive if the report arrives late. ,Šéf je kanibal a já jsem v nebezpečí.,0,The boss is a cannibal and I am in danger.,The boss is a cannibal and I'm in danger.,2,11
premID175,hypoID698,Silence was crushing . I knew the moment had arrived,"Bylo absolutní ticho a já věděl, že ten moment přišel.",1,There was an absolute silence and I knew that the moment had arrived ,"There was absolute silence, and I knew the moment had come.",3,11
premID74,hypoID293,I had already planted the idea in her mind. ,Už jsem jí ten nápad představil.,1,I had already insinuated the idea to her.,I already pitched her the idea.,4,11
premID63,hypoID252,He was living in his dream world shutting his eyes in front of reality ,"Žil sám a když spal, snil.",0,He was living on his own and when he slept he used to dream,He lived alone and dreamed when he slept.,1,11
premID2,hypoID8,She was sure she was living this fantasy romance and kept deluding herself ,"Byla si jistá, že čte fantasy romanci a stále se oklamávala.",0,she was sure she was reading a fantasy romance and kept deluding herself,She was sure she was reading fantasy romance and still fooling herself.,2,11
premID10,hypoID39,he was feeling down hurt and sad ,Měl pálivé srdce.,0,he had a spicy heart,He had a burning heart.,1,11
premID138,hypoID549,The promise between us was a flower ,"Náš slib byl něco, co vyžaduje péči a pozornost.",1,Our promise was something that needed care and attention,Our promise was something that requires care and attention.,3,11
premID53,hypoID210,He is grinning like an ape. ,Hloupě se usmívá.,1,He is grinning in a stupid manner.,He smiles stupidly.,3,11
premID144,hypoID576,The show was characterised by dark humor and satire ,Show byla známá pro vtipy o věcech pokládaných za tabu a pro užití satiry.,1,The show was known to joke about matters considered taboo and for its use of satire,The show was known for jokes about things considered taboo and for the use of satire.,4,11
premID167,hypoID667,You disagree ? Ok shoot ,"Nesouhlasíš? OK, drž ústa.",0,You disagree ? Ok shut up,"You disagree? OK, shut your mouth.",1,11
premID42,hypoID165,She was the light of my life.,Byla život mého světla.,0,She was the life of my light.,She was the life of my light.,2,11
premID92,hypoID367,My friend said the project was a nightmare ,Podle mého kamaráda ten projekt byl lehký jako vánek.,0,the project was as easy as a breeze according to my friend,"According to my friend, the project was as light as a breeze.",1,11
premID101,hypoID402,She arrived at the grocery store with an army of children ,K obchodu dorazila s obrovskou skupinou dětí.,1,She arrived at the grocery store with a massive group of children,She arrived at the store with a huge group of children.,4,11
premID152,hypoID608,Your words surround me but I will not surrender ,"Mluvíš tolik, že jsem zmatený a nemůžu udržet myšlenku.",0,You speak so much I am confused I cannot keep my point,You talk so much that I'm confused and can't hold a thought.,1,11
premID98,hypoID389,Our whole life we swim against the waves towards the green light of happiness. ,Celý náš život ignorujeme štěstí a soustředíme se na vlny.,0,Our whole life we ignore happiness and we focus on the waves.,All our lives we ignore happiness and focus on the waves.,2,11
premID58,hypoID229,He looked neither one way nor the other way but sat like a carved image. ,"Nedíval se ani na jednu ani na druhou stranu, ale seděl úplně potichu.",1,He looked neither one way nor the other way but sat completely still.,"He didn't look either way, but he sat very still.",4,11
premID67,hypoID266,Here comes the fool with his foggy brain ,Tady přichází blázen se svojí jasnou vizí.,0,Here comes the fool with his clear vision,Here comes the fool with his clear vision.,1,11
premID162,hypoID648,We dug up some interesting facts ,Získali jsme některá zajímavá fakta.,1,We retrieved some interesting facts,We got some interesting facts.,4,11
premID96,hypoID384,Now you can fade off to sleep. ,Nyní se můžeš vzbudit.,0,Now you can wake up.,You can wake up now.,1,11
premID52,hypoID205,He felt a sudden red pain through his leg ,Cítil pomalý nepříjemný pocit lezoucí vzůru po jeho noze.,0,He felt a slow uncomfortable feeling creeping up his leg,"He felt a slow, uncomfortable sensation crawling up his leg.",2,11
premID181,hypoID724,When I met the boss he seemed bitter about the whole story,"Když jsem potkal šéfa, celý příběh se zdál mu být lhostejný.",0,When I met the boss he seemed indifferent to the whole story ,"When I met the boss, he seemed indifferent to the whole story.",2,11
premID61,hypoID243,He shot down all my arguments ,"Prokázal, že mé argumenty byly neúčinné.",1,He rendered all my arguments ineffective,He proved my arguments ineffective.,3,11
premID103,hypoID412,I was alone in a sea of unknown faces ,"Byl jsem mezi mnoha lidmi, které jsem neznal, sám.",1,I was among many people I did not know all alone,"I was among many people I didn't know, alone.",3,11
premID116,hypoID464,She had a bright idea ,Měla dobrý nápad.,1,She had a good idea,She had a good idea.,4,11
premID45,hypoID179,Floating on the waves we saw the abandoned boat a dark sight indeed. ,"Když jsme se houpali na vlnách, viděli jsme opuštěnou loď, která vyhlížela děsivě.",1,Floating on the waves we saw the abandoned boat a scary sight indeed.,"As we rocked on the waves, we saw an abandoned ship that looked terrifying.",3,11
premID159,hypoID635,Those galaxies were jellyfishes in the abyss of space. ,Tyto galaxie byly černé v temnotě vesmíru.,0,Those galaxies were black in the darkness of space.,These galaxies were black in the darkness of space.,2,12
premID54,hypoID215,He is in such a hurry he does not run he flies ,"Protože je ve spěchu, jde co nejrychleji může.",1,Since he is in a great hurry he goes as fast as he can,"Because he's in a hurry, he's going as fast as he can.",3,12
premID37,hypoID145,Calm down - there's no need to get all steamed up about it. ,Uklidni se - není potřeba se kvůli tomu rozčilovat.,1,Calm down - there's no need to get angry about it.,Calm down - there's no need to get upset about it.,4,12
premID172,hypoID685,Her pen was a knife,Napsala silná a bolestivá slova.,1,She wrote powerful and painful words ,She wrote strong and painful words.,4,12
premID152,hypoID606,Your words surround me but I will not surrender ,"Mluvíte okouzlujícím a působivým způsobem, ale já nejsem přesvědčen.",1,You speak in a charming and effective way but I am not convinced,"You speak in a charming and impressive manner, but I'm not convinced.",4,12
premID21,hypoID82,You were dying to believe in what you heard ,"To, co jste slyšeli, se vám líbilo tolik, že jste tomu chtěli uvěřit.",1,You liked what you heard so much you just wanted to believe it,You liked what you heard so much you wanted to believe it.,4,12
premID124,hypoID494,The girl broke into the conversation ,Dívku rozhovor zajímal čím dál víc.,0,The girl gradually grew interested into the conversation,The girl became increasingly interested in the conversation.,1,12
premID115,hypoID459,The computer in the classroom was a dinosaur ,Počítač v učebně byl velmi starý.,1,The computer in the classroom was very old,The computer in the classroom was very old.,4,12
premID8,hypoID29,Don't mention Tom 's promotion to Mike as it would be a red flag to a bull. ,"Neříkej Mikeovi o Tomově povýšení, neudělá mu to radost.",1,Don't mention Tom 's promotion to Mike as It won't make him happy.,"Don't tell Mike about Tom's promotion, it won't make him happy.",3,12
premID53,hypoID209,He is grinning like an ape. ,On pláče.,0,He is crying.,He's crying.,1,12
premID136,hypoID543,The old tenant gave a bittersweet speech ,Starý nájemce pronesl ironickou řeč.,0,The old tenant gave a ironic speech,The old tenant made an ironic speech.,2,12
premID6,hypoID23,While his one live leg made lively echoes along the deck every stroke of his dead limb sounded like a coffin tap. ,"Zatímco jeho jedná živá noha se živě ozývala na palubě, každý úder jeho mrtvé končetiny byl zábavný.",0,While his one live leg made lively echoes along the deck every stroke of his dead limb was amusing.,"While his one living leg was alive on deck, every stroke of his dead limb was amusing.",1,12
premID48,hypoID192,He always had an interest for the fruit of knowledge ,"Vždy se zajímal o způsoby, jak mohou znalosti být prakticky využity.",1,He always had an interest for the ways knowledge can be practically used,He has always been interested in ways in which knowledge can be put to practical use.,3,12
premID9,hypoID33,The great gold apples of light hang from the street’s long bough dripping their light on the faces that drift below on the faces that drift and blow ,"Za řekou, která proudí a teče, nalezneš velká zlatá jablka světla.",0,beyond the river that drifts and blows you will find the great gold apples of light,"Beyond the river that flows and flows, you will find great golden orbs of light.",2,12
premID48,hypoID189,He always had an interest for the fruit of knowledge ,Měl vždy zájem o výhody ze znalostí.,1,He always had an interest for the benefits of knowledge,He was always interested in the benefits of knowledge.,4,12
premID40,hypoID160,Each blade of grass was a bayonet pointed firmly at our bare feet ,Bolestivě jsme cítili každé stéblo trávy na našich bosých chodidlech.,1,We could painfully feel each blade of grass on our bare feet,We felt painfully every blade of grass on our bare feet.,4,12
premID79,hypoID314,I was on a rollercoaster of emotions. ,Zažíval jsem extrémní změny nálady.,1,I was experiencing extreme changes in my feelings.,I was experiencing extreme mood swings.,4,12
premID43,hypoID172,I demolished his argument ,Jeho argumenty se mi líbily a podpořil jsem je.,0,I liked and supported his arguments,I liked his arguments and supported them.,1,12
premID58,hypoID232,He looked neither one way nor the other way but sat like a carved image. ,Seděl úplně klidně a nedíval se ani na jednu ani na druhou stranu.,1,He sat completely still looking neither one way nor the other.,"He sat very still, not looking at either side.",3,12
premID57,hypoID226,He lived in a state of deep terror ,Žil ve stavu intenzivního teroru.,1,He lived in a state of intense terror,He lived in a state of intense terror.,4,12
premID179,hypoID713,Her eyes were fireflies,Její oči byly malé a zářivé.,1,Her eyes were small and bright ,Her eyes were small and bright.,4,12
premID72,hypoID286,How can we build a knowledge economy if research is handcuffed? (Barque and Chaumartin 2009) ,"Jak můžeme budovat znalostní ekonomiku, pokud je výzkum blokovaný?",1,How can we build a knowledge economy if research is blocked?,How can we build a knowledge economy if research is blocked?,4,12
premID128,hypoID509,You were the golden boy back then ,Tehdy jsi byl chlapec s tunami zlata.,0,you were the boy with tons of gold back then,"Back then, you were a boy with tons of gold.",2,12
premID150,hypoID598,The woman had a blue feeling ,Žena se cítila smutně.,1,The woman had a sad feeling,The woman felt sad.,4,12
premID89,hypoID353,Katie’s plan to get into college was a house of cards on a crooked table ,Kátina vysoká škola byla domeček z karet na křivém stole.,0,Katie’s college was a house of cards on a crooked table,Cana's college was a house of cards on a crooked table.,2,12
premID27,hypoID107,He had a full bag of memories to unload. ,"Měl mnoho vzpomínek o tašce, kterou potřeboval vyložit.",0,He had many memories about a bag that he needed to unload.,He had many memories of the bag he needed to unload.,2,12
premID119,hypoID474,The employee swallows her anger ,Zaměstnankyně potlačuje svůj hněv.,1,The employee represses her anger,The employee suppresses her anger.,3,12
premID187,hypoID742,You have to head straight into your fears to win them,"Musíš být upřímný ohledně svých obav, abys je mohl překonat.",1,You have to be honest about your fears to overcome them ,You have to be honest about your fears to overcome them.,3,12
premID132,hypoID527,She had a heart of stone. ,Byla krutá.,1,She was cruel.,She was cruel.,4,12
premID104,hypoID414,The Leviathan in the ocean is a moving country. ,Leviatan v oceánu je obrovský.,1,The Leviathan in the ocean is huge.,The leviathan in the ocean is huge.,4,12
premID154,hypoID616,Then they cried a sea of tears ,Byli velmi smutní a hodně plakali.,1,they were very sad and cried a lot,They were very sad and cried a lot.,4,12
premID140,hypoID559,The rich man had a cold heart ,Bohatý muž byl sobecký a lhostejný.,1,The rich man was selfish and indifferent,The rich man was selfish and indifferent.,3,12
premID122,hypoID485,The future looks very promising ,Budoucnost je moře bez mráčků.,0,the future is a cloudless sky,The future is a sea without clouds.,2,12
premID134,hypoID533,The new city was a maze for him. ,Bylo to pro něj těžké najít cestu novým městem.,1,He had a hard time finding his way through the new city.,It was hard for him to find his way through the new city.,4,12
premID148,hypoID589,The wind howled; the waves dashed their bucklers together - we were in the jaws of death ,Vítr zaburácel; vlny se střetly - my jsme byli v pořádku.,0,The wind roared; the waves collided - we were fine.,The wind roared; the waves met - we were all right.,1,12
premID135,hypoID538,The news inflamed your temper. ,Zprávy vás rozrušily.,1,The news upset you.,The news has upset you.,3,12
premID85,hypoID340,She was lost in her thoughts and memories ,Přemýšlela a intenzivně vzpomínala.,1,She was thinking and intensely remembering,"She thought, remembering intensely.",3,12
premID130,hypoID519,The man still had heavy feelings about the situation ,Ohledně té situace měl ten muž stále velmi nespokojený a negativní pocit.,1,The man still had unpleasant and negative feelings about the situation,The man still felt very unsatisfied and negative about the situation.,4,12
premID28,hypoID110,Adam did not understand the root of the crisis ,Adam nerozuměl příčinám krize.,1,Adam did not understand the reasons of the crisis,Adam didn't understand the causes of the crisis.,4,12
premID68,hypoID269,His condescending attitude made my blood boil. ,Jeho blahosklonný postoj mě nutil krvácet.,0,His condescending attitude made me bleed.,His condescending attitude made me bleed.,1,12
premID115,hypoID458,The computer in the classroom was a dinosaur ,Počítač v učebně byl lev.,0,The computer in the classroom was a lion,The computer in the classroom was a lion.,1,12
premID173,hypoID691,The warrior was a lion on the battlefield,Válečník byl na bojišti zbabělec.,0,The warrior was a coward on the battlefield ,The warrior was a coward on the battlefield.,2,12
premID4,hypoID13,Faith feeds among the tombs and even from these dead doubts she gathers her most vital hope. ,Víra pochází z kobek a krmí pochyby.,0,Faith comes from the tombs and feeds the doubts.,Faith comes from the dungeons and feeds doubt.,2,12
premID176,hypoID704,He thinks these documents will leak out soon or late,"Myslí si, že tyto dokumenty budou zničeny.",0,He thinks these documents will be destroyed ,They think these documents will be destroyed.,2,12
premID7,hypoID25,David’s eyes were like daggers at Paul when Paul invited his new girlfriend to dance. ,"Když Pavel pozval svou novou přítelkyni k tanci, měl David dvě dýky.",0,David had two daggers when Paul invited his new girlfriend to dance.,"When Paul invited his new girlfriend to dance, David had two daggers.",2,12
premID45,hypoID178,Floating on the waves we saw the abandoned boat a dark sight indeed. ,"Když jsme plavali ve vlnách, viděli jsme opuštěnou loď, vskutku smutný pohled.",1,Floating on the waves we saw the abandoned boat a sad sight indeed.,"As we swam in the waves, we saw an abandoned ship, a sad sight indeed.",4,12
premID174,hypoID694,The faculty meeting was a breeze,Porada fakulty byla klidná.,1,The faculty meeting was calm ,The faculty meeting was quiet.,3,12
premID179,hypoID714,Her eyes were fireflies,Její oči měly zvláštní lesk.,1,Her eyes had a strange brightness ,Her eyes had a strange sheen.,3,12
premID86,hypoID344,It always rained in my life he said ,"Neměl jsem v životě moc štěstí, řekl.",1,I was very unlucky in my life he said,"I haven't had much luck in my life, he said.",4,12
premID143,hypoID572,The seeds of change were planted in 1943 ,Semínka několika stromů byly zasazeny v roce 1943.,0,The seeds of several trees were planted in 1943,The seeds of several trees were planted in 1943.,2,12
premID141,hypoID564,The roots of progress are in technological development. ,"Mechanismus, který podporuje pokrok, je technologický vývoj.",1,The mechanism that promotes progress is technological development.,The mechanism that promotes progress is technological development.,3,12
premID91,hypoID362,I embarked on life thirty years ago ,Začal jsem cestovat před třiceti lety.,0,I started a travel thirty years ago,I started traveling 30 years ago.,2,12
premID49,hypoID195,He attacked every weak point in my argument ,Poukázal na každé slabé místo v mém argumentu.,1,He pointed out every weak point in my argument,He pointed out every weak spot in my argument.,4,12
premID39,hypoID156,During the conflict the seeds of peace were planted. ,Janet se snažila začít hádku.,0,Janet was trying to start a conflict.,Janet tried to start an argument.,1,12
premID139,hypoID556,The republican convention was a horror show ,Během republikánského sněmu lidé mluvili o hrůzném představení.,0,during the republican convention people talked about a horror show,"During the Republican convention, people talked about a horrific performance.",1,12
premID91,hypoID364,I embarked on life thirty years ago ,Můj život začal před třiceti lety.,1,My life started thirty years ago,My life began 30 years ago.,4,12
premID172,hypoID686,Her pen was a knife,Napsala ostrá a obviňující slova.,1,She wrote sharp and accusatory words ,She wrote harsh and accusatory words.,3,12
premID163,hypoID649,We still ignore how the seed of life was planted on our planet ,"Stále nevíme, jak se na Zemi rozvinul život.",0,We still do not know how life developed on Earth,We still don't know how life unfolded on Earth.,2,12
premID103,hypoID410,I was alone in a sea of unknown faces ,Byl jsem sám ve velkém počtu neznámých tváří.,1,I was alone in a large number of unknown faces,I was alone in a large number of unfamiliar faces.,4,12
